2025-08-09 22:27:31.864 | INFO     | __main__:main:269 - 成功加载配置文件
2025-08-09 22:27:31.864 | INFO     | __main__:evaluate_dify_rag:191 - 开始评估Dify知识库召回和RAG系统...
2025-08-09 22:27:31.955 | INFO     | __main__:evaluate_dify_rag:198 - 加载了 1 条测试数据
2025-08-09 22:27:31.955 | INFO     | __main__:evaluate_dify_rag:207 - 使用自定义LLM进行评估: deepseek-chat
2025-08-09 22:27:31.955 | INFO     | __main__:evaluate_dify_rag:208 - API Base URL: https://api.deepseek.com/v1
2025-08-09 22:27:33.503 | INFO     | dify_retrieval:__init__:20 - DifyRetrieval初始化成功
2025-08-09 22:27:33.513 | INFO     | __main__:create_evaluation_dataset:120 - 处理QA对 1/1: 二氯二氟甲烷的检出限是多少？
2025-08-09 22:27:33.513 | INFO     | dify_retrieval:retrieve:66 - 开始检索知识库: 4c6c9113-c053-4929-b252-482e634f1ec0
2025-08-09 22:27:33.514 | INFO     | dify_retrieval:retrieve:67 - 检索参数 - 查询词: 二氯二氟甲烷的检出限是多少？, 搜索方法: hybrid_search, 启用重排序: True
2025-08-09 22:27:33.514 | INFO     | dify_retrieval:retrieve:95 - 检索配置 rebank model : bge-reranker-v2-m3
2025-08-09 22:27:33.514 | INFO     | dify_retrieval:retrieve:96 - 检索配置 - top_k: 3
2025-08-09 22:27:33.514 | INFO     | dify_retrieval:retrieve:97 - 检索配置 - 分数阈值启用: False
2025-08-09 22:27:45.827 | INFO     | __main__:create_evaluation_dataset:139 - 检索到 2 个上下文片段
2025-08-09 22:27:45.827 | INFO     | __main__:create_evaluation_dataset:140 - RAG系统生成的答案: 二氯二氟甲烷的检出限为0.4 µg/kg。...
2025-08-09 22:27:45.827 | INFO     | __main__:evaluate_dify_rag:249 - 开始执行RAGAS评估,检索策略:hybrid_search1...
2025-08-09 22:28:04.337 | INFO     | __main__:evaluate_dify_rag:257 - 检索策略:hybrid_search1评估完成
2025-08-09 22:28:04.342 | INFO     | dify_retrieval:__init__:20 - DifyRetrieval初始化成功
2025-08-09 22:28:04.342 | INFO     | __main__:create_evaluation_dataset:120 - 处理QA对 1/1: 二氯二氟甲烷的检出限是多少？
2025-08-09 22:28:04.342 | INFO     | dify_retrieval:retrieve:66 - 开始检索知识库: 4c6c9113-c053-4929-b252-482e634f1ec0
2025-08-09 22:28:04.342 | INFO     | dify_retrieval:retrieve:67 - 检索参数 - 查询词: 二氯二氟甲烷的检出限是多少？, 搜索方法: hybrid_search, 启用重排序: True
2025-08-09 22:28:04.342 | INFO     | dify_retrieval:retrieve:95 - 检索配置 rebank model : bge-reranker-v2-m3
2025-08-09 22:28:04.342 | INFO     | dify_retrieval:retrieve:96 - 检索配置 - top_k: 3
2025-08-09 22:28:04.342 | INFO     | dify_retrieval:retrieve:97 - 检索配置 - 分数阈值启用: True
2025-08-09 22:28:04.342 | INFO     | dify_retrieval:retrieve:99 - 构建的检索配置 - 分数阈值: 0.9
2025-08-09 22:28:13.446 | INFO     | __main__:create_evaluation_dataset:139 - 检索到 0 个上下文片段
2025-08-09 22:28:13.446 | INFO     | __main__:create_evaluation_dataset:140 - RAG系统生成的答案: 二氯二氟甲烷的检出限为0.4 µg/kg。...
2025-08-09 22:28:13.447 | INFO     | __main__:evaluate_dify_rag:249 - 开始执行RAGAS评估,检索策略:hybrid_search2...
2025-08-09 22:28:29.621 | INFO     | __main__:evaluate_dify_rag:257 - 检索策略:hybrid_search2评估完成
2025-08-09 22:28:29.637 | INFO     | __main__:evaluate_dify_rag:262 - 评估结果已保存到evaluation_results.xlsx
2025-08-09 22:28:29.637 | INFO     | __main__:main:273 - 评估完成
